list-none-none,1,10,1,30,169233,5641
list-none-none,1,100,1,300,135340,451
list-none-none,1,1000,1,3000,4341421,1447
list-none-none,1,10000,1,30000,776073660,25869
list-none-none,1,20000,1,60000,3907220835,65120
list-none-none,2,1,1,6,152712,25452
list-none-none,2,10,1,60,193554,3225
list-none-none,2,100,1,600,306514,510
list-none-none,2,1000,1,6000,21527744,3587
list-none-none,4,1,1,12,201255,16771
list-none-none,4,10,1,120,185948,1549
list-none-none,8,1,1,24,325857,13577
list-none-none,12,1,1,36,439296,12202
list-i-none,2,1,1,6,180346,30057
list-i-none,2,8,1,48,97160,2024
list-i-none,4,1,1,12,206469,17205
list-i-none,8,4,1,96,369725,3851
list-i-none,12,1,1,36,499314,13869
list-i-none,12,2,1,72,482367,6699
list-d-none,2,1,1,6,117568,19594
list-d-none,2,2,1,12,161494,13457
list-d-none,2,4,1,24,102092,4253
list-d-none,2,8,1,48,112479,2343
list-d-none,2,16,1,96,145653,1517
list-d-none,4,1,1,12,195778,16314
list-d-none,8,1,1,24,485392,20224
list-d-none,8,4,1,96,293027,3052
list-d-none,8,8,1,192,288824,1504
list-d-none,12,1,1,36,358651,9962
list-d-none,12,2,1,72,439569,6105
list-d-none,12,4,1,144,379939,2638
list-d-none,12,8,1,288,398842,1384
list-d-none,12,16,1,576,405798,704
list-il-none,2,1,1,6,105026,17504
list-il-none,2,8,1,48,154934,3227
list-il-none,2,16,1,96,279787,2914
list-il-none,4,1,1,12,173646,14470
list-il-none,4,2,1,24,159204,6633
list-il-none,4,4,1,48,161945,3373
list-il-none,4,8,1,96,223927,2332
list-il-none,4,16,1,192,356904,1858
list-dl-none,2,1,1,6,120967,20161
list-dl-none,2,2,1,12,117732,9811
list-dl-none,2,8,1,48,212526,4427
list-dl-none,2,16,1,96,298730,3111
list-dl-none,2,32,1,192,505664,2633
list-dl-none,4,1,1,12,198273,16522
list-dl-none,4,2,1,24,154233,6426
list-dl-none,4,8,1,96,293731,3059
list-dl-none,4,16,1,192,400876,2087
list-dl-none,8,1,1,24,302537,12605
list-dl-none,8,2,1,48,309138,6440
list-dl-none,8,16,1,384,627993,1635
list-dl-none,12,2,1,72,426594,5924
list-dl-none,12,8,1,288,451458,1567
list-dl-none,12,16,1,576,1414854,2456
list-i-m,12,32,1,1152,908289,788
list-d-m,12,32,1,1152,673428,584
list-il-m,12,32,1,1152,2917514,2532
list-dl-m,12,32,1,1152,3042089,2640
list-i-s,12,32,1,1152,969998,842
list-d-s,12,32,1,1152,882565,766
list-il-s,12,32,1,1152,6206105,5387
list-dl-s,12,32,1,1152,7363123,6391
list-none-none,1,1000,1,3000,4321915,1440
list-none-m,1,1000,1,3000,4324563,1441
list-none-m,2,1000,1,6000,8252323,1375
list-none-m,4,1000,1,12000,16829516,1402
list-none-m,8,1000,1,24000,34848987,1452
list-none-m,12,1000,1,36000,53518902,1486
list-none-m,16,1000,1,48000,72775263,1516
list-none-m,24,1000,1,72000,131598297,1827
list-none-s,1,1000,1,3000,6309806,2103
list-none-s,2,1000,1,6000,21526148,3587
list-none-s,4,1000,1,12000,52973294,4414
list-none-s,8,1000,1,24000,221911313,9246
list-none-s,12,1000,1,36000,390215513,10839
list-none-s,16,1000,1,48000,584353482,12174
list-none-s,24,1000,1,72000,1321576395,18355
